Index,8 Backcandles,15 Backcandles,30 Backcandles,60 Backcandles,180 Backcandles,Actual Price
0,"2,064.00","2,080.61","2,089.48","2,101.61","2,158.68","2,111.63"
1,"2,068.80","2,087.86","2,093.93","2,117.32","2,170.75","2,105.45"
2,"2,075.79","2,101.02","2,104.01","2,103.40","2,175.54","2,109.72"
3,"2,088.76","2,097.01","2,061.43","2,103.27","2,173.70","2,120.87"
4,"2,084.02","2,101.13","2,075.39","2,108.97","2,161.72","2,089.72"
5,"2,088.19","2,110.59","2,094.23","2,105.59","2,165.64","2,105.69"
6,"2,097.23","2,073.29","2,125.13","2,085.97","2,143.54","2,118.64"
7,"2,059.63","2,082.28","2,139.64","2,102.46","2,139.33","2,152.15"
8,"2,071.51","2,098.04","2,127.01","2,133.32","2,164.87","2,163.49"
9,"2,087.96","2,127.16","2,130.12","2,142.22","2,109.66","2,150.65"
10,"2,116.64","2,143.44","2,136.90","2,133.73","2,089.31","2,154.45"
11,"2,131.06","2,134.58","2,132.66","2,132.17","2,134.68","2,157.79"
12,"2,120.70","2,136.73","2,111.72","2,126.13","2,126.55","2,151.42"
13,"2,122.98","2,141.91","2,127.25","2,063.70","2,089.38","2,135.51"
14,"2,128.53","2,137.91","2,154.96","2,081.45","2,043.74","2,152.96"
15,"2,124.81","2,119.10","2,162.07","2,059.79","2,056.07","2,182.14"
16,"2,105.87","2,131.15","2,155.26","2,086.70","2,050.34","2,181.45"
17,"2,119.60","2,156.26","2,157.32","2,120.54","2,072.36","2,175.88"
18,"2,145.10","2,165.40","2,153.14","2,128.65","2,088.05","2,182.29"
19,"2,153.10","2,161.67","2,089.10","2,141.43","2,113.04","2,175.72"
20,"2,147.91","2,164.30","2,106.32","2,148.96","2,123.91","2,118.69"
21,"2,150.01","2,160.35","2,078.09","2,159.29","2,144.08","2,141.59"
22,"2,147.22","2,102.75","2,102.26","2,160.54","2,154.18","2,101.36"
23,"2,089.13","2,112.27","2,132.46","2,159.82","2,168.45","2,135.96"
24,"2,102.83","2,086.57","2,141.01","2,162.75","2,148.04","2,167.40"
25,"2,076.45","2,107.56","2,158.90","2,172.01","2,149.71","2,169.17"
26,"2,098.83","2,136.32","2,172.21","2,174.38","2,171.51","2,193.79"
27,"2,128.29","2,147.63","2,188.12","2,169.68","2,163.45","2,204.27"
28,"2,138.10","2,165.68","2,193.72","2,155.63","2,150.34","2,221.94"
29,"2,154.84","2,178.44","2,196.24","2,158.47","2,152.13","2,221.11"
30,"2,166.99","2,192.80","2,201.45","2,137.69","2,180.79","2,221.30"
31,"2,180.86","2,197.93","2,211.36","2,134.09","2,176.58","2,226.41"
32,"2,185.37","2,200.22","2,212.90","2,159.93","2,162.37","2,237.63"
33,"2,187.12","2,205.01","2,208.39","2,109.90","2,162.97","2,235.17"
34,"2,191.73","2,214.24","2,194.10","2,094.07","2,179.71","2,232.22"
35,"2,200.95","2,216.41","2,195.69","2,142.02","2,205.37","2,221.43"
36,"2,203.25","2,213.68","2,171.84","2,139.88","2,209.07","2,220.92"
37,"2,199.77","2,201.59","2,166.54","2,108.22","2,208.50","2,199.81"
38,"2,187.82","2,201.97","2,190.28","2,068.59","2,217.64","2,201.06"
39,"2,189.78","2,180.66","2,137.17","2,084.16","2,234.35","2,224.34"
40,"2,168.45","2,175.42","2,123.02","2,084.99","2,244.06","2,167.41"
41,"2,163.26","2,196.53","2,169.15","2,109.58","2,259.15","2,159.32"
42,"2,186.04","2,151.83","2,164.61","2,125.63","2,257.31","2,211.99"
43,"2,139.94","2,137.00","2,136.38","2,146.89","2,283.28","2,192.40"
44,"2,126.48","2,175.49","2,102.84","2,151.99","2,303.95","2,160.30"
45,"2,167.62","2,174.19","2,123.53","2,163.90","2,295.31","2,127.84"
46,"2,165.22","2,151.21","2,124.51","2,166.22","2,276.70","2,167.79"
47,"2,139.96","2,121.29","2,149.67","2,172.28","2,295.65","2,154.68"
48,"2,108.75","2,137.97","2,166.32","2,146.48","2,283.01","2,187.95"
49,"2,127.71","2,138.61","2,188.69","2,143.57","2,303.33","2,200.69"
50,"2,130.43","2,160.80","2,195.99","2,162.62","2,314.08","2,227.30"
51,"2,153.33","2,176.36","2,209.62","2,154.76","2,310.76","2,229.54"
52,"2,168.44","2,196.69","2,211.49","2,143.50","2,300.23","2,246.02"
53,"2,187.76","2,204.11","2,216.50","2,147.62","2,300.14","2,240.17"
54,"2,193.53","2,216.05","2,187.68","2,179.25","2,269.28","2,246.58"
55,"2,204.81","2,217.28","2,182.62","2,181.01","2,263.37","2,210.11"
56,"2,205.93","2,221.51","2,195.97","2,173.35","2,232.54","2,210.52"
57,"2,209.36","2,196.10","2,181.97","2,181.10","2,226.52","2,225.27"
58,"2,183.47","2,190.21","2,167.21","2,204.22","2,237.69","2,205.71"
59,"2,178.24","2,200.91","2,170.45","2,235.01","2,258.97","2,190.38"
60,"2,190.53","2,189.90","2,200.43","2,242.46","2,230.98","2,202.46"
61,"2,178.95","2,177.31","2,201.81","2,242.57","2,203.93","2,238.66"
62,"2,166.47","2,180.64","2,197.50","2,250.04","2,156.11","2,233.01"
63,"2,169.65","2,207.63","2,207.92","2,263.15","2,178.76","2,228.29"
64,"2,198.39","2,211.53","2,232.48","2,268.15","2,224.66","2,238.17"
65,"2,201.35","2,209.16","2,262.62","2,276.84","2,232.78","2,266.38"
66,"2,198.01","2,217.44","2,270.88","2,268.79","2,219.76","2,296.07"
67,"2,207.02","2,238.74","2,274.17","2,287.21","2,205.41","2,296.28"
68,"2,228.40","2,265.45","2,284.24","2,301.43","2,230.36","2,297.68"
69,"2,255.68","2,274.71","2,298.30","2,287.38","2,238.76","2,309.15"
70,"2,262.95","2,278.80","2,303.66","2,265.33","2,262.97","2,325.64"
71,"2,265.47","2,287.74","2,312.72","2,282.43","2,263.57","2,326.24"
72,"2,274.09","2,300.40","2,304.34","2,272.07","2,268.21","2,335.79"
73,"2,286.69","2,306.14","2,322.69","2,294.37","2,272.70","2,326.26"
74,"2,292.22","2,314.95","2,335.35","2,308.51","2,276.34","2,352.80"
75,"2,300.99","2,308.42","2,320.75","2,308.78","2,276.65","2,360.09"
76,"2,294.31","2,324.28","2,299.40","2,302.46","2,277.79","2,346.20"
77,"2,310.82","2,336.35","2,316.12","2,307.01","2,260.80","2,328.94"
78,"2,323.03","2,325.33","2,302.20","2,283.19","2,280.69","2,351.31"
79,"2,311.01","2,306.49","2,322.94","2,284.40","2,284.45","2,331.97"
80,"2,292.31","2,319.53","2,336.10","2,261.74","2,284.79","2,358.52"
81,"2,306.88","2,307.68","2,338.61","2,262.90","2,276.53","2,364.98"
82,"2,295.29","2,325.69","2,337.00","2,278.74","2,287.75","2,364.27"
83,"2,314.23","2,338.74","2,346.61","2,300.99","2,295.67","2,361.68"
84,"2,327.07","2,343.30","2,327.03","2,271.47","2,299.64","2,374.42"
85,"2,330.24","2,343.25","2,331.61","2,240.73","2,288.90","2,356.67"
86,"2,329.58","2,352.18","2,309.92","2,191.97","2,268.41","2,361.39"
87,"2,338.51","2,335.76","2,311.02","2,213.31","2,269.11","2,343.64"
88,"2,321.95","2,338.34","2,325.49","2,256.30","2,233.88","2,343.24"
89,"2,325.82","2,319.27","2,346.87","2,258.93","2,275.35","2,358.35"
90,"2,306.07","2,318.63","2,318.99","2,238.50","2,301.67","2,376.85"
91,"2,307.27","2,331.46","2,292.91","2,217.00","2,303.16","2,350.59"
92,"2,320.08","2,351.78","2,245.45","2,236.99","2,314.86","2,332.30"
93,"2,340.80","2,329.72","2,264.65","2,243.60","2,323.07","2,280.21"
94,"2,317.29","2,306.30","2,301.11","2,265.88","2,324.93","2,306.15"
95,"2,293.28","2,262.11","2,301.94","2,265.41","2,323.37","2,342.65"
96,"2,249.58","2,274.98","2,285.67","2,269.55","2,322.46","2,336.13"
97,"2,265.57","2,307.14","2,271.48","2,274.91","2,333.95","2,318.11"
98,"2,299.34","2,311.93","2,294.62","2,280.66","2,353.57","2,311.00"
99,"2,302.59","2,299.97","2,301.05","2,284.04","2,350.05","2,336.71"
100,"2,289.06","2,287.90","2,323.15","2,289.05","2,358.42","2,334.96"
101,"2,275.57","2,306.25","2,322.93","2,276.52","2,326.18","2,357.90"
102,"2,296.39","2,311.79","2,328.17","2,300.91","2,361.46","2,352.70"
103,"2,302.31","2,331.21","2,333.13","2,309.77","2,386.15","2,358.94"
104,"2,321.85","2,332.20","2,337.24","2,313.88","2,379.17","2,362.27"
105,"2,321.46","2,337.07","2,337.99","2,309.10","2,381.83","2,364.53"
106,"2,325.54","2,341.23","2,340.36","2,323.04","2,370.22","2,363.89"
107,"2,329.49","2,344.69","2,325.10","2,332.92","2,345.32","2,366.40"
108,"2,332.94","2,345.36","2,345.86","2,337.39","2,294.67","2,355.90"
109,"2,333.55","2,347.74","2,350.48","2,326.32","2,332.43","2,376.97"
110,"2,335.72","2,335.08","2,352.35","2,305.87","2,356.95","2,377.17"
111,"2,322.39","2,352.36","2,346.25","2,307.48","2,354.77","2,379.07"
112,"2,341.28","2,357.78","2,359.06","2,275.45","2,363.26","2,373.89"
113,"2,346.29","2,360.84","2,367.90","2,318.33","2,357.42","2,385.80"
114,"2,348.72","2,356.03","2,372.57","2,345.55","2,327.52","2,391.97"
115,"2,343.88","2,366.85","2,362.48","2,345.30","2,321.00","2,395.83"
116,"2,355.10","2,375.45","2,342.29","2,352.95","2,329.38","2,389.30"
117,"2,363.32","2,380.86","2,342.51","2,357.36","2,315.94","2,377.09"
118,"2,368.13","2,372.78","2,305.30","2,355.89","2,318.32","2,377.00"
119,"2,359.80","2,354.20","2,343.59","2,352.06","2,346.06","2,347.52"
120,"2,341.47","2,352.12","2,365.66","2,349.66","2,349.46","2,379.78"
121,"2,340.72","2,318.13","2,366.21","2,359.62","2,377.10","2,392.76"
122,"2,306.80","2,348.66","2,379.61","2,376.86","2,395.54","2,390.80"
123,"2,339.86","2,370.43","2,390.77","2,369.83","2,403.93","2,405.42"
124,"2,360.84","2,374.75","2,396.41","2,373.87","2,413.08","2,414.54"
125,"2,363.43","2,388.37","2,398.49","2,338.38","2,423.63","2,419.44"
126,"2,376.17","2,399.36","2,400.35","2,371.82","2,433.77","2,420.01"
127,"2,386.73","2,405.23","2,412.49","2,396.05","2,437.13","2,421.14"
128,"2,391.94","2,407.15","2,430.22","2,387.54","2,433.73","2,432.37"
129,"2,393.75","2,408.42","2,424.00","2,388.79","2,393.61","2,448.87"
130,"2,395.08","2,418.64","2,429.49","2,377.58","2,348.54","2,444.61"
131,"2,405.51","2,434.66","2,393.12","2,356.08","2,342.12","2,450.24"
132,"2,421.55","2,430.96","2,423.27","2,313.69","2,370.22","2,428.86"
133,"2,416.89","2,435.95","2,440.74","2,361.48","2,394.46","2,457.65"
134,"2,422.23","2,404.15","2,427.74","2,397.34","2,394.37","2,464.36"
135,"2,390.00","2,426.79","2,427.40","2,403.57","2,388.04","2,452.80"
136,"2,415.71","2,442.25","2,415.35","2,417.03","2,353.38","2,451.69"
137,"2,431.08","2,432.79","2,391.92","2,415.23","2,369.22","2,443.68"
138,"2,420.18","2,432.33","2,346.40","2,388.77","2,385.83","2,426.42"
139,"2,419.74","2,422.04","2,389.13","2,385.29","2,386.12","2,390.32"
140,"2,408.77","2,400.52","2,419.03","2,395.53","2,397.94","2,429.52"
141,"2,387.92","2,359.00","2,426.68","2,381.29","2,419.40","2,450.39"
142,"2,346.14","2,392.55","2,447.45","2,379.53","2,433.91","2,454.54"
143,"2,383.73","2,421.37","2,455.39","2,399.95","2,430.09","2,479.32"
144,"2,412.40","2,433.03","2,438.60","2,393.32","2,433.70","2,483.85"
145,"2,421.92","2,454.05","2,442.05","2,408.33","2,432.54","2,470.98"
146,"2,441.96","2,462.90","2,454.02","2,413.67","2,416.42","2,473.36"
147,"2,449.92","2,448.96","2,439.27","2,408.87","2,430.15","2,483.27"
148,"2,434.69","2,449.81","2,435.90","2,407.17","2,414.77","2,469.17"
149,"2,436.91","2,458.80","2,453.62","2,410.37","2,436.89","2,465.51"
150,"2,446.43","2,446.08","2,444.46","2,416.37","2,423.27","2,483.93"
151,"2,433.37","2,441.86","2,459.29","2,418.47","2,372.86","2,473.43"
152,"2,429.98","2,457.11","2,465.10","2,416.55","2,292.93","2,489.35"
153,"2,445.33","2,450.77","2,463.20","2,381.34","2,262.94","2,491.27"
154,"2,438.56","2,464.28","2,464.79","2,347.11","2,277.11","2,489.72"
155,"2,452.35","2,470.72","2,470.71","2,357.36","2,297.14","2,490.65"
156,"2,458.43","2,470.49","2,479.05","2,403.54","2,282.33","2,495.92"
157,"2,457.50","2,472.26","2,483.93","2,442.08","2,256.69","2,503.39"
158,"2,459.37","2,477.79","2,485.23","2,450.36","2,194.05","2,506.26"
159,"2,464.85","2,485.87","2,452.12","2,447.75","2,194.25","2,509.43"
160,"2,472.80","2,491.18","2,416.18","2,415.18","2,190.72","2,491.20"
161,"2,478.03","2,493.58","2,418.60","2,432.61","2,243.31","2,465.45"
162,"2,479.64","2,465.02","2,453.27","2,449.69","2,247.87","2,465.94"
163,"2,451.03","2,429.96","2,484.28","2,446.40","2,297.38","2,487.04"
164,"2,418.00","2,427.06","2,494.25","2,450.85","2,335.52","2,509.73"
165,"2,417.22","2,455.91","2,499.73","2,462.36","2,387.97","2,516.78"
166,"2,447.37","2,486.86","2,476.09","2,464.52","2,408.70","2,523.40"
167,"2,476.92","2,500.97","2,498.76","2,447.41","2,407.87","2,508.48"
168,"2,488.79","2,508.96","2,515.78","2,439.87","2,409.72","2,532.05"
169,"2,495.30","2,489.04","2,512.01","2,431.71","2,420.84","2,542.01"
170,"2,474.60","2,506.01","2,515.90","2,413.17","2,458.79","2,537.31"
171,"2,493.32","2,520.15","2,525.72","2,429.26","2,471.76","2,539.69"
172,"2,507.97","2,517.87","2,526.53","2,420.23","2,464.34","2,547.70"
173,"2,504.77","2,521.06","2,508.33","2,450.69","2,460.34","2,547.39"
174,"2,508.01","2,529.61","2,498.89","2,447.67","2,450.76","2,537.06"
175,"2,516.41","2,531.37","2,485.25","2,410.36","2,439.64","2,532.20"
176,"2,517.54","2,516.11","2,458.95","2,348.81","2,419.10","2,521.84"
177,"2,502.09","2,506.64","2,467.16","2,343.69","2,415.80","2,502.26"
178,"2,493.46","2,492.95","2,450.21","2,384.56","2,415.97","2,507.12"
179,"2,480.97","2,468.07","2,477.75","2,425.55","2,393.30","2,492.32"
180,"2,456.68","2,472.95","2,476.21","2,421.15","2,418.42","2,513.20"
181,"2,462.97","2,458.94","2,445.46","2,395.55","2,439.71","2,511.25"
182,"2,448.21","2,483.79","2,391.56","2,327.17","2,465.00","2,490.24"
183,"2,473.79","2,486.53","2,388.67","2,318.47","2,492.70","2,447.40"
184,"2,474.78","2,462.10","2,425.18","2,302.53","2,527.20","2,446.61"
185,"2,449.32","2,414.30","2,464.46","2,336.76","2,557.84","2,470.28"
186,"2,400.31","2,406.64","2,467.85","2,315.00","2,585.19","2,499.78"
187,"2,396.72","2,436.41","2,455.97","2,334.72","2,604.65","2,501.91"
188,"2,428.83","2,474.33","2,399.66","2,341.91","2,601.26","2,494.93"
189,"2,466.12","2,483.18","2,396.19","2,365.83","2,567.67","2,442.87"
190,"2,472.16","2,475.23","2,375.23","2,362.86","2,572.21","2,445.13"
191,"2,462.57","2,425.04","2,401.93","2,346.19","2,593.16","2,418.16"
192,"2,410.82","2,416.12","2,375.63","2,342.48","2,591.50","2,445.72"
193,"2,404.98","2,394.44","2,394.53","2,357.52","2,588.27","2,412.43"
194,"2,383.95","2,416.40","2,402.30","2,407.59","2,554.78","2,437.29"
195,"2,407.61","2,396.73","2,427.01","2,438.05","2,535.32","2,447.81"
196,"2,386.05","2,413.95","2,426.11","2,450.93","2,505.08","2,469.82"
197,"2,404.55","2,422.98","2,410.84","2,470.37","2,465.89","2,463.85"
198,"2,412.62","2,445.01","2,406.21","2,486.51","2,446.80","2,447.03"
199,"2,436.05","2,445.13","2,416.31","2,500.57","2,443.60","2,444.39"
200,"2,434.96","2,430.89","2,457.90","2,502.57","2,359.14","2,454.61"
201,"2,419.56","2,424.27","2,480.98","2,517.05","2,389.81","2,495.92"
202,"2,413.13","2,430.97","2,491.03","2,528.96","2,355.48","2,512.94"
203,"2,420.37","2,466.67","2,508.83","2,510.38","2,333.86","2,522.24"
204,"2,457.34","2,489.08","2,522.37","2,531.51","2,379.46","2,540.23"
205,"2,479.15","2,500.16","2,533.47","2,542.01","2,378.92","2,549.68"
206,"2,488.33","2,515.80","2,532.38","2,549.48","2,415.65","2,558.75"
207,"2,503.62","2,527.20","2,543.72","2,554.23","2,481.27","2,555.17"
208,"2,514.62","2,536.53","2,551.65","2,562.76","2,516.54","2,567.23"
209,"2,523.32","2,535.59","2,530.75","2,567.02","2,513.64","2,569.82"
210,"2,521.75","2,544.95","2,550.83","2,569.49","2,536.98","2,552.85"
211,"2,531.46","2,551.90","2,559.98","2,567.56","2,531.39","2,579.00"
212,"2,538.69","2,534.74","2,569.11","2,547.12","2,515.10","2,583.83"
213,"2,520.61","2,551.12","2,578.17","2,503.25","2,545.64","2,591.35"
214,"2,538.16","2,560.37","2,592.86","2,507.70","2,535.74","2,599.04"
215,"2,547.20","2,570.23","2,604.49","2,535.11","2,507.62","2,616.29"
216,"2,556.88","2,579.73","2,614.79","2,541.79","2,463.90","2,625.40"
217,"2,566.07","2,593.85","2,621.31","2,547.51","2,479.72","2,633.62"
218,"2,579.87","2,605.30","2,608.97","2,525.02","2,492.11","2,637.28"
219,"2,591.26","2,615.23","2,570.53","2,519.78","2,496.54","2,629.30"
220,"2,600.95","2,621.84","2,575.88","2,506.81","2,511.34","2,604.47"
221,"2,607.16","2,612.03","2,599.69","2,485.71","2,508.89","2,606.82"
222,"2,596.52","2,577.90","2,605.48","2,483.74","2,509.12","2,626.35"
223,"2,562.61","2,578.55","2,615.99","2,493.43","2,508.68","2,626.02"
224,"2,566.19","2,598.05","2,602.00","2,414.83","2,509.36","2,637.09"
225,"2,586.41","2,605.72","2,606.02","2,448.47","2,532.51","2,627.84"
226,"2,593.10","2,617.72","2,599.68","2,411.23","2,548.97","2,633.71"
227,"2,604.24","2,608.06","2,582.52","2,380.94","2,512.31","2,627.75"
228,"2,593.57","2,611.66","2,583.12","2,413.25","2,512.65","2,615.43"
229,"2,597.55","2,606.03","2,593.56","2,393.40","2,512.72","2,617.05"
230,"2,592.37","2,590.03","2,516.36","2,408.20","2,508.20","2,624.75"
231,"2,576.94","2,589.31","2,548.21","2,450.51","2,536.16","2,566.61"
232,"2,576.58","2,598.65","2,505.90","2,462.09","2,551.30","2,597.31"
233,"2,586.14","2,533.13","2,472.97","2,437.02","2,514.87","2,545.78"
234,"2,518.64","2,555.35","2,503.42","2,445.58","2,497.69","2,510.21"
235,"2,545.66","2,519.47","2,484.52","2,432.76","2,448.19","2,548.55"
236,"2,507.51","2,490.15","2,505.24","2,416.55","2,409.20","2,523.03"
237,"2,478.24","2,516.17","2,552.14","2,454.90","2,369.98","2,552.46"
238,"2,506.22","2,503.72","2,570.89","2,458.19","2,308.46","2,606.95"
239,"2,492.16","2,523.72","2,555.74","2,447.37","2,264.58","2,617.56"
240,"2,513.58","2,565.66","2,569.82","2,425.96","2,216.03","2,594.80"
241,"2,557.03","2,584.39","2,555.44","2,468.41","2,186.68","2,615.38"
242,"2,574.76","2,572.21","2,534.79","2,509.58","2,162.33","2,591.33"
243,"2,559.92","2,581.82","2,561.86","2,539.92","2,207.16","2,571.01"
244,"2,569.54","2,567.50","2,551.31","2,574.85","2,265.39","2,612.41"
245,"2,554.59","2,548.23","2,530.85","2,586.08","2,296.98","2,586.99"
246,"2,534.39","2,569.42","2,501.09","2,592.41","2,363.72","2,566.04"
247,"2,557.66","2,561.01","2,532.23","2,591.30","2,407.03","2,535.29"
248,"2,549.69","2,544.71","2,559.52","2,584.97","2,400.74","2,584.38"
249,"2,531.85","2,519.47","2,579.62","2,595.58","2,430.01","2,609.67"
250,"2,505.41","2,544.83","2,608.02","2,596.34","2,480.68","2,626.19"
251,"2,533.94","2,569.12","2,616.30","2,543.90","2,546.73","2,660.44"
252,"2,559.95","2,588.11","2,622.23","2,528.58","2,541.69","2,656.15"
